X [mm], Y [mm], Z [mm], Heading [degrees], Filename
19580, 29597, 65, -41.447, frame01516.jpg
19568, 29611, 65, -41.447, frame01517.jpg
19556, 29625, 65, -41.447, frame01518.jpg
19544, 29638, 65, -41.447, frame01519.jpg
19532, 29652, 65, -41.447, frame01520.jpg
19519, 29666, 65, -41.447, frame01521.jpg
19507, 29680, 65, -41.447, frame01522.jpg
19495, 29694, 65, -40.880, frame01523.jpg
19483, 29707, 65, -37.423, frame01524.jpg
19473, 29721, 65, -37.423, frame01525.jpg
19463, 29734, 65, -37.423, frame01526.jpg
19453, 29747, 65, -37.423, frame01527.jpg
19442, 29761, 65, -37.423, frame01528.jpg
19432, 29774, 65, -37.423, frame01529.jpg
19422, 29788, 65, -37.423, frame01530.jpg
19412, 29801, 65, -37.423, frame01531.jpg
19401, 29814, 65, -37.423, frame01532.jpg
19391, 29828, 65, -37.423, frame01533.jpg
19381, 29841, 65, -37.423, frame01534.jpg
19371, 29854, 65, -38.136, frame01535.jpg
19360, 29868, 65, -41.979, frame01536.jpg
19349, 29880, 65, -41.979, frame01537.jpg
19337, 29893, 65, -41.979, frame01538.jpg
19326, 29906, 65, -41.979, frame01539.jpg
19314, 29919, 65, -41.979, frame01540.jpg
19303, 29932, 65, -41.979, frame01541.jpg
19291, 29944, 65, -41.979, frame01542.jpg
19280, 29957, 65, -41.979, frame01543.jpg
19268, 29970, 65, -41.979, frame01544.jpg
19257, 29983, 65, -41.979, frame01545.jpg
19245, 29996, 65, -41.979, frame01546.jpg
19234, 30008, 65, -41.966, frame01547.jpg
19222, 30021, 65, -41.891, frame01548.jpg
19211, 30034, 65, -41.891, frame01549.jpg
19200, 30046, 65, -41.891, frame01550.jpg
19189, 30059, 65, -41.891, frame01551.jpg
19177, 30071, 65, -41.891, frame01552.jpg
19166, 30084, 65, -41.891, frame01553.jpg
19155, 30096, 65, -41.891, frame01554.jpg
19144, 30109, 65, -41.891, frame01555.jpg
19132, 30121, 65, -41.891, frame01556.jpg
19121, 30134, 65, -41.891, frame01557.jpg
19110, 30146, 65, -41.891, frame01558.jpg
19099, 30159, 65, -41.449, frame01559.jpg
19088, 30171, 65, -39.061, frame01560.jpg
19077, 30185, 65, -39.061, frame01561.jpg
19066, 30198, 65, -39.061, frame01562.jpg
19056, 30211, 65, -39.061, frame01563.jpg
19045, 30224, 65, -39.061, frame01564.jpg
19034, 30237, 65, -39.061, frame01565.jpg
19024, 30250, 65, -39.061, frame01566.jpg
19013, 30263, 65, -39.061, frame01567.jpg
19003, 30276, 65, -39.061, frame01568.jpg
18992, 30289, 65, -39.061, frame01569.jpg
18981, 30302, 65, -39.061, frame01570.jpg
18971, 30315, 65, -39.141, frame01571.jpg
18960, 30329, 65, -39.551, frame01572.jpg
18949, 30342, 65, -39.551, frame01573.jpg
18938, 30356, 65, -39.551, frame01574.jpg
18927, 30369, 65, -39.551, frame01575.jpg
18915, 30383, 65, -39.551, frame01576.jpg
18904, 30396, 65, -39.551, frame01577.jpg
18893, 30410, 65, -39.551, frame01578.jpg
18882, 30423, 65, -39.551, frame01579.jpg
18871, 30437, 65, -39.551, frame01580.jpg
18859, 30450, 65, -39.551, frame01581.jpg
18848, 30464, 65, -39.551, frame01582.jpg
18837, 30477, 65, -39.831, frame01583.jpg
18826, 30491, 65, -41.353, frame01584.jpg
18815, 30504, 65, -41.353, frame01585.jpg
18803, 30517, 65, -41.353, frame01586.jpg
18792, 30530, 65, -41.353, frame01587.jpg
18780, 30542, 65, -41.353, frame01588.jpg
18769, 30555, 65, -41.353, frame01589.jpg
18758, 30568, 65, -41.353, frame01590.jpg
18746, 30581, 65, -41.353, frame01591.jpg
18735, 30594, 65, -41.353, frame01592.jpg
18724, 30607, 65, -41.353, frame01593.jpg
18712, 30620, 65, -41.353, frame01594.jpg
18701, 30633, 65, -40.778, frame01595.jpg
18690, 30646, 65, -37.865, frame01596.jpg
18679, 30660, 65, -37.865, frame01597.jpg
18668, 30674, 65, -37.865, frame01598.jpg
18657, 30688, 65, -37.865, frame01599.jpg
18646, 30702, 65, -37.865, frame01600.jpg
18635, 30716, 65, -37.865, frame01601.jpg
18624, 30730, 65, -37.865, frame01602.jpg
18613, 30744, 65, -37.865, frame01603.jpg
18602, 30759, 65, -37.865, frame01604.jpg
18591, 30773, 65, -37.865, frame01605.jpg
18580, 30787, 65, -37.865, frame01606.jpg
18569, 30801, 65, -38.765, frame01607.jpg
18558, 30815, 65, -43.557, frame01608.jpg
18546, 30827, 65, -43.557, frame01609.jpg
18534, 30840, 65, -43.557, frame01610.jpg
18522, 30853, 65, -43.557, frame01611.jpg
18510, 30866, 65, -43.557, frame01612.jpg
18498, 30878, 65, -43.557, frame01613.jpg
18486, 30891, 65, -43.557, frame01614.jpg
18474, 30904, 65, -43.557, frame01615.jpg
18461, 30916, 65, -43.557, frame01616.jpg
18449, 30929, 65, -43.557, frame01617.jpg
18437, 30942, 65, -43.557, frame01618.jpg
18425, 30954, 65, -43.468, frame01619.jpg
18413, 30967, 65, -43.011, frame01620.jpg
18401, 30980, 65, -43.011, frame01621.jpg
18389, 30993, 65, -43.011, frame01622.jpg
18377, 31006, 65, -43.011, frame01623.jpg
18365, 31019, 65, -43.011, frame01624.jpg
18353, 31032, 65, -43.011, frame01625.jpg
18341, 31044, 65, -43.011, frame01626.jpg
18329, 31057, 65, -43.011, frame01627.jpg
18317, 31070, 65, -43.011, frame01628.jpg
18305, 31083, 65, -43.011, frame01629.jpg
18293, 31096, 65, -43.011, frame01630.jpg
18281, 31109, 65, -43.187, frame01631.jpg
18269, 31122, 65, -44.070, frame01632.jpg
18256, 31135, 65, -44.070, frame01633.jpg
18244, 31148, 65, -44.070, frame01634.jpg
18231, 31160, 65, -44.070, frame01635.jpg
18219, 31173, 65, -44.070, frame01636.jpg
18207, 31186, 65, -44.070, frame01637.jpg
18194, 31199, 65, -44.070, frame01638.jpg
18182, 31212, 65, -44.070, frame01639.jpg
18169, 31225, 65, -44.070, frame01640.jpg
18157, 31238, 65, -44.070, frame01641.jpg
18144, 31251, 65, -44.070, frame01642.jpg
18132, 31263, 65, -43.455, frame01643.jpg
18119, 31277, 65, -40.407, frame01644.jpg
18107, 31291, 65, -40.407, frame01645.jpg
18095, 31305, 65, -40.407, frame01646.jpg
18084, 31319, 65, -40.407, frame01647.jpg
18072, 31333, 65, -40.407, frame01648.jpg
18060, 31347, 65, -40.407, frame01649.jpg
18048, 31361, 65, -40.407, frame01650.jpg
18036, 31375, 65, -40.407, frame01651.jpg
18024, 31389, 65, -40.407, frame01652.jpg
18012, 31402, 65, -40.407, frame01653.jpg
18000, 31416, 65, -40.407, frame01654.jpg
17988, 31430, 65, -40.517, frame01655.jpg
17976, 31444, 65, -41.082, frame01656.jpg
17965, 31458, 65, -41.082, frame01657.jpg
17953, 31471, 65, -41.082, frame01658.jpg
17941, 31485, 65, -41.082, frame01659.jpg
17929, 31499, 65, -41.082, frame01660.jpg
17917, 31512, 65, -41.082, frame01661.jpg
17906, 31526, 65, -41.082, frame01662.jpg
17894, 31539, 65, -41.082, frame01663.jpg
17882, 31553, 65, -41.082, frame01664.jpg
17870, 31566, 65, -41.082, frame01665.jpg
17858, 31580, 65, -41.082, frame01666.jpg
17847, 31593, 65, -41.055, frame01667.jpg
17835, 31607, 65, -40.920, frame01668.jpg
17823, 31620, 65, -40.920, frame01669.jpg
17812, 31634, 65, -40.920, frame01670.jpg
17800, 31647, 65, -40.920, frame01671.jpg
17788, 31660, 65, -40.920, frame01672.jpg
17777, 31674, 65, -40.920, frame01673.jpg
17765, 31687, 65, -40.920, frame01674.jpg
17754, 31700, 65, -40.920, frame01675.jpg
17742, 31714, 65, -40.920, frame01676.jpg
17731, 31727, 65, -40.920, frame01677.jpg
17719, 31740, 65, -40.920, frame01678.jpg
17707, 31754, 65, -41.123, frame01679.jpg
17696, 31767, 65, -42.177, frame01680.jpg
17685, 31779, 65, -42.177, frame01681.jpg
17673, 31792, 65, -42.177, frame01682.jpg
17662, 31804, 65, -42.177, frame01683.jpg
17651, 31817, 65, -42.177, frame01684.jpg
17639, 31829, 65, -42.177, frame01685.jpg
17628, 31842, 65, -42.177, frame01686.jpg
17617, 31855, 65, -42.177, frame01687.jpg
17605, 31867, 65, -42.177, frame01688.jpg
17594, 31880, 65, -42.177, frame01689.jpg
17583, 31892, 65, -42.177, frame01690.jpg
17571, 31905, 65, -42.284, frame01691.jpg
17560, 31917, 65, -42.811, frame01692.jpg
17548, 31930, 65, -42.811, frame01693.jpg
17537, 31942, 65, -42.811, frame01694.jpg
17525, 31954, 65, -42.811, frame01695.jpg
17514, 31967, 65, -42.811, frame01696.jpg
17502, 31979, 65, -42.811, frame01697.jpg
17491, 31992, 65, -42.811, frame01698.jpg
17479, 32004, 65, -42.811, frame01699.jpg
17468, 32016, 65, -42.811, frame01700.jpg
17456, 32029, 65, -42.811, frame01701.jpg
17445, 32041, 65, -42.811, frame01702.jpg
17433, 32054, 65, -42.374, frame01703.jpg
17422, 32066, 65, -40.438, frame01704.jpg
17410, 32081, 65, -40.438, frame01705.jpg
17397, 32095, 65, -40.438, frame01706.jpg
17385, 32109, 65, -40.438, frame01707.jpg
17373, 32123, 65, -40.438, frame01708.jpg
17361, 32137, 65, -40.438, frame01709.jpg
17349, 32152, 65, -40.438, frame01710.jpg
17337, 32166, 65, -40.438, frame01711.jpg
17325, 32180, 65, -40.438, frame01712.jpg
17313, 32194, 65, -40.438, frame01713.jpg
17301, 32208, 65, -40.438, frame01714.jpg
17289, 32222, 65, -40.814, frame01715.jpg
17277, 32236, 65, -42.741, frame01716.jpg
17265, 32249, 65, -42.741, frame01717.jpg
17253, 32262, 65, -42.741, frame01718.jpg
17241, 32275, 65, -42.741, frame01719.jpg
17229, 32288, 65, -42.741, frame01720.jpg
17217, 32301, 65, -42.741, frame01721.jpg
17205, 32314, 65, -42.741, frame01722.jpg
17193, 32327, 65, -42.741, frame01723.jpg
17181, 32340, 65, -42.741, frame01724.jpg
17169, 32352, 65, -42.741, frame01725.jpg
17158, 32365, 65, -42.741, frame01726.jpg
17146, 32378, 65, -42.858, frame01727.jpg
17134, 32391, 65, -43.432, frame01728.jpg
17122, 32404, 65, -43.432, frame01729.jpg
17110, 32416, 65, -43.432, frame01730.jpg
17098, 32429, 65, -43.432, frame01731.jpg
17086, 32441, 65, -43.432, frame01732.jpg
17074, 32454, 65, -43.432, frame01733.jpg
17063, 32466, 65, -43.432, frame01734.jpg
17051, 32479, 65, -43.432, frame01735.jpg
17039, 32491, 65, -43.432, frame01736.jpg
17027, 32504, 65, -43.432, frame01737.jpg
17015, 32516, 65, -43.432, frame01738.jpg
17003, 32529, 65, -43.019, frame01739.jpg
16991, 32541, 65, -41.203, frame01740.jpg
16979, 32555, 65, -41.203, frame01741.jpg
16967, 32569, 65, -41.203, frame01742.jpg
16955, 32583, 65, -41.203, frame01743.jpg
16942, 32597, 65, -41.203, frame01744.jpg
16930, 32611, 65, -41.203, frame01745.jpg
16918, 32625, 65, -41.203, frame01746.jpg
16906, 32639, 65, -41.203, frame01747.jpg
16893, 32653, 65, -41.203, frame01748.jpg
16881, 32667, 65, -41.203, frame01749.jpg
16869, 32681, 65, -41.203, frame01750.jpg
16857, 32695, 65, -40.941, frame01751.jpg
16845, 32709, 65, -39.644, frame01752.jpg
16833, 32723, 65, -39.644, frame01753.jpg
16822, 32737, 65, -39.644, frame01754.jpg
16811, 32750, 65, -39.644, frame01755.jpg
16799, 32764, 65, -39.644, frame01756.jpg
16788, 32777, 65, -39.644, frame01757.jpg
16777, 32791, 65, -39.644, frame01758.jpg
16766, 32805, 65, -39.644, frame01759.jpg
16754, 32818, 65, -39.644, frame01760.jpg
16743, 32832, 65, -39.644, frame01761.jpg
16732, 32846, 65, -39.644, frame01762.jpg
16720, 32859, 65, -39.510, frame01763.jpg
16709, 32873, 65, -38.907, frame01764.jpg
16697, 32887, 65, -38.907, frame01765.jpg
16686, 32902, 65, -38.907, frame01766.jpg
16674, 32916, 65, -38.907, frame01767.jpg
16663, 32930, 65, -38.907, frame01768.jpg
16651, 32944, 65, -38.907, frame01769.jpg
16640, 32959, 65, -38.907, frame01770.jpg
16628, 32973, 65, -38.907, frame01771.jpg
16617, 32987, 65, -38.907, frame01772.jpg
16605, 33002, 65, -38.907, frame01773.jpg
16594, 33016, 65, -38.907, frame01774.jpg
16582, 33030, 65, -39.278, frame01775.jpg
16571, 33044, 65, -41.058, frame01776.jpg
16559, 33058, 65, -41.058, frame01777.jpg
16547, 33071, 65, -41.058, frame01778.jpg
16536, 33084, 65, -41.058, frame01779.jpg
16524, 33098, 65, -41.058, frame01780.jpg
16513, 33111, 65, -41.058, frame01781.jpg
16501, 33124, 65, -41.058, frame01782.jpg
16489, 33138, 65, -41.058, frame01783.jpg
16478, 33151, 65, -41.058, frame01784.jpg
16466, 33164, 65, -41.058, frame01785.jpg
16454, 33178, 65, -41.058, frame01786.jpg
16443, 33191, 65, -41.091, frame01787.jpg
16431, 33204, 65, -41.239, frame01788.jpg
16419, 33218, 65, -41.239, frame01789.jpg
16407, 33232, 65, -41.239, frame01790.jpg
16395, 33246, 65, -41.239, frame01791.jpg
16383, 33259, 65, -41.239, frame01792.jpg
16371, 33273, 65, -41.239, frame01793.jpg
16359, 33287, 65, -41.239, frame01794.jpg
16347, 33301, 65, -41.239, frame01795.jpg
16335, 33314, 65, -41.239, frame01796.jpg
16323, 33328, 65, -41.239, frame01797.jpg
16311, 33342, 65, -41.239, frame01798.jpg
16299, 33355, 65, -40.735, frame01799.jpg
16287, 33369, 65, -38.527, frame01800.jpg
16275, 33384, 65, -38.527, frame01801.jpg
16263, 33399, 65, -38.527, frame01802.jpg
16251, 33414, 65, -38.527, frame01803.jpg
16240, 33429, 65, -38.527, frame01804.jpg
16228, 33443, 65, -38.527, frame01805.jpg
16216, 33458, 65, -38.527, frame01806.jpg
16204, 33473, 65, -38.527, frame01807.jpg
16192, 33488, 65, -38.527, frame01808.jpg
16181, 33503, 65, -38.527, frame01809.jpg
16169, 33518, 65, -38.527, frame01810.jpg
16157, 33532, 65, -39.179, frame01811.jpg
16145, 33547, 65, -42.337, frame01812.jpg
16133, 33560, 65, -42.337, frame01813.jpg
16121, 33573, 65, -42.337, frame01814.jpg
16109, 33586, 65, -42.337, frame01815.jpg
16097, 33599, 65, -42.337, frame01816.jpg
16086, 33612, 65, -42.337, frame01817.jpg
16074, 33625, 65, -42.337, frame01818.jpg
16062, 33638, 65, -42.337, frame01819.jpg
16050, 33652, 65, -42.337, frame01820.jpg
16038, 33665, 65, -42.337, frame01821.jpg
16026, 33678, 65, -42.337, frame01822.jpg
16014, 33691, 65, -41.870, frame01823.jpg
16002, 33704, 65, -39.784, frame01824.jpg
15991, 33718, 65, -39.784, frame01825.jpg
15980, 33731, 65, -39.784, frame01826.jpg
15968, 33745, 65, -39.784, frame01827.jpg
15957, 33758, 65, -39.784, frame01828.jpg
15945, 33772, 65, -39.784, frame01829.jpg
15934, 33786, 65, -39.784, frame01830.jpg
15923, 33799, 65, -39.784, frame01831.jpg
15911, 33813, 65, -39.784, frame01832.jpg
15900, 33827, 65, -39.784, frame01833.jpg
15889, 33840, 65, -39.784, frame01834.jpg
15877, 33854, 65, -40.146, frame01835.jpg
15866, 33867, 65, -41.742, frame01836.jpg
15854, 33881, 65, -41.742, frame01837.jpg
15842, 33894, 65, -41.742, frame01838.jpg
15830, 33908, 65, -41.742, frame01839.jpg
15818, 33921, 65, -41.742, frame01840.jpg
15806, 33934, 65, -41.742, frame01841.jpg
15794, 33948, 65, -41.742, frame01842.jpg
15783, 33961, 65, -41.742, frame01843.jpg
15771, 33974, 65, -41.742, frame01844.jpg
15759, 33988, 65, -41.742, frame01845.jpg
15747, 34001, 65, -41.742, frame01846.jpg
15735, 34014, 65, -41.867, frame01847.jpg
15723, 34028, 65, -42.411, frame01848.jpg
15711, 34041, 65, -42.411, frame01849.jpg
15699, 34054, 65, -42.411, frame01850.jpg
15686, 34068, 65, -42.411, frame01851.jpg
15674, 34081, 65, -42.411, frame01852.jpg
15662, 34094, 65, -42.411, frame01853.jpg
15650, 34108, 65, -42.411, frame01854.jpg
15638, 34121, 65, -42.411, frame01855.jpg
15625, 34134, 65, -42.411, frame01856.jpg
15613, 34148, 65, -42.411, frame01857.jpg
15601, 34161, 65, -42.411, frame01858.jpg
15589, 34174, 65, -41.887, frame01859.jpg
15577, 34188, 65, -39.634, frame01860.jpg
15565, 34202, 65, -39.634, frame01861.jpg
15553, 34216, 65, -39.634, frame01862.jpg
15541, 34231, 65, -39.634, frame01863.jpg
15530, 34245, 65, -39.634, frame01864.jpg
15518, 34259, 65, -39.634, frame01865.jpg
15506, 34273, 65, -39.634, frame01866.jpg
15494, 34287, 65, -39.634, frame01867.jpg
15483, 34301, 65, -39.634, frame01868.jpg
15471, 34316, 65, -39.634, frame01869.jpg
15459, 34330, 65, -39.634, frame01870.jpg
15447, 34344, 65, -40.390, frame01871.jpg
15436, 34358, 65, -43.824, frame01872.jpg
15423, 34371, 65, -43.824, frame01873.jpg
15411, 34383, 65, -43.824, frame01874.jpg
15399, 34396, 65, -43.824, frame01875.jpg
15387, 34409, 65, -43.824, frame01876.jpg
15375, 34421, 65, -43.824, frame01877.jpg
15363, 34434, 65, -43.824, frame01878.jpg
15350, 34447, 65, -43.824, frame01879.jpg
15338, 34459, 65, -43.824, frame01880.jpg
15326, 34472, 65, -43.824, frame01881.jpg
15314, 34485, 65, -43.824, frame01882.jpg
15302, 34498, 65, -43.426, frame01883.jpg
15289, 34510, 65, -41.742, frame01884.jpg
15278, 34524, 65, -41.742, frame01885.jpg
15266, 34537, 65, -41.742, frame01886.jpg
15254, 34550, 65, -41.742, frame01887.jpg
15242, 34564, 65, -41.742, frame01888.jpg
15230, 34577, 65, -41.742, frame01889.jpg
15218, 34590, 65, -41.742, frame01890.jpg
15206, 34604, 65, -41.742, frame01891.jpg
15194, 34617, 65, -41.742, frame01892.jpg
15182, 34631, 65, -41.742, frame01893.jpg
15170, 34644, 65, -41.742, frame01894.jpg
15158, 34657, 65, -41.567, frame01895.jpg
15147, 34670, 65, -40.781, frame01896.jpg
15136, 34683, 65, -40.781, frame01897.jpg
15124, 34696, 65, -40.781, frame01898.jpg
15113, 34709, 65, -40.781, frame01899.jpg
15102, 34722, 65, -40.781, frame01900.jpg
15091, 34735, 65, -40.781, frame01901.jpg
15080, 34748, 65, -40.781, frame01902.jpg
15069, 34761, 65, -40.781, frame01903.jpg
15058, 34774, 65, -40.781, frame01904.jpg
15047, 34787, 65, -40.781, frame01905.jpg
15035, 34799, 65, -40.781, frame01906.jpg
15024, 34812, 65, -40.814, frame01907.jpg
15013, 34825, 65, -40.945, frame01908.jpg
15001, 34839, 65, -40.945, frame01909.jpg
14990, 34852, 65, -40.945, frame01910.jpg
14978, 34866, 65, -40.945, frame01911.jpg
14966, 34879, 65, -40.945, frame01912.jpg
14954, 34893, 65, -40.945, frame01913.jpg
14943, 34907, 65, -40.945, frame01914.jpg
14931, 34920, 65, -40.945, frame01915.jpg
14919, 34934, 65, -40.945, frame01916.jpg
14907, 34947, 65, -40.945, frame01917.jpg
14896, 34961, 65, -40.945, frame01918.jpg
14884, 34974, 65, -40.987, frame01919.jpg
14872, 34988, 65, -41.161, frame01920.jpg
14860, 35001, 65, -41.161, frame01921.jpg
14848, 35015, 65, -41.161, frame01922.jpg
14836, 35029, 65, -41.161, frame01923.jpg
14825, 35042, 65, -41.161, frame01924.jpg
14813, 35056, 65, -41.161, frame01925.jpg
14801, 35070, 65, -41.161, frame01926.jpg
14789, 35083, 65, -41.161, frame01927.jpg
14777, 35097, 65, -41.161, frame01928.jpg
14765, 35110, 65, -41.161, frame01929.jpg
14753, 35124, 65, -41.161, frame01930.jpg
14741, 35138, 65, -40.511, frame01931.jpg
14729, 35151, 65, -37.791, frame01932.jpg
14718, 35166, 65, -37.791, frame01933.jpg
14707, 35180, 65, -37.791, frame01934.jpg
14696, 35194, 65, -37.791, frame01935.jpg
14685, 35209, 65, -37.791, frame01936.jpg
14674, 35223, 65, -37.791, frame01937.jpg
14663, 35237, 65, -37.791, frame01938.jpg
14652, 35251, 65, -37.791, frame01939.jpg
14641, 35266, 65, -37.791, frame01940.jpg
14630, 35280, 65, -37.791, frame01941.jpg
14619, 35294, 65, -37.791, frame01942.jpg
14608, 35309, 65, -38.992, frame01943.jpg
14596, 35322, 65, -44.089, frame01944.jpg
14584, 35335, 65, -44.089, frame01945.jpg
14572, 35348, 65, -44.089, frame01946.jpg
14559, 35361, 65, -44.089, frame01947.jpg
14547, 35373, 65, -44.089, frame01948.jpg
14535, 35386, 65, -44.089, frame01949.jpg
14522, 35399, 65, -44.089, frame01950.jpg
14510, 35411, 65, -44.089, frame01951.jpg
14498, 35424, 65, -44.089, frame01952.jpg
14486, 35437, 65, -44.089, frame01953.jpg
14473, 35449, 65, -44.089, frame01954.jpg
14461, 35462, 65, -43.034, frame01955.jpg
14449, 35475, 65, -38.701, frame01956.jpg
14438, 35489, 65, -38.701, frame01957.jpg
14427, 35503, 65, -38.701, frame01958.jpg
14416, 35517, 65, -38.701, frame01959.jpg
14405, 35530, 65, -38.701, frame01960.jpg
14394, 35544, 65, -38.701, frame01961.jpg
14382, 35558, 65, -38.701, frame01962.jpg
14371, 35572, 65, -38.701, frame01963.jpg
14360, 35586, 65, -38.701, frame01964.jpg
14349, 35599, 65, -38.701, frame01965.jpg
14338, 35613, 65, -38.701, frame01966.jpg
14327, 35627, 65, -38.515, frame01967.jpg
14316, 35641, 65, -37.758, frame01968.jpg
14305, 35655, 65, -37.758, frame01969.jpg
14294, 35669, 65, -37.758, frame01970.jpg
14284, 35683, 65, -37.758, frame01971.jpg
14273, 35697, 65, -37.758, frame01972.jpg
14262, 35711, 65, -37.758, frame01973.jpg
14251, 35725, 65, -37.758, frame01974.jpg
14240, 35739, 65, -37.758, frame01975.jpg
14229, 35753, 65, -37.758, frame01976.jpg
14218, 35767, 65, -37.758, frame01977.jpg
14208, 35781, 65, -37.758, frame01978.jpg
14197, 35795, 65, -37.464, frame01979.jpg
14186, 35809, 65, -36.256, frame01980.jpg
14176, 35823, 65, -36.256, frame01981.jpg
14165, 35837, 65, -36.256, frame01982.jpg
14155, 35851, 65, -36.256, frame01983.jpg
14145, 35865, 65, -36.256, frame01984.jpg
14134, 35880, 65, -36.256, frame01985.jpg
14124, 35894, 65, -36.256, frame01986.jpg
14114, 35908, 65, -36.256, frame01987.jpg
14103, 35922, 65, -36.256, frame01988.jpg
14093, 35936, 65, -36.256, frame01989.jpg
14083, 35950, 65, -36.256, frame01990.jpg
14072, 35964, 65, -37.513, frame01991.jpg
14062, 35978, 65, -42.411, frame01992.jpg
14049, 35991, 65, -42.411, frame01993.jpg
14037, 36005, 65, -42.411, frame01994.jpg
14025, 36018, 65, -42.411, frame01995.jpg
14013, 36032, 65, -42.411, frame01996.jpg
14001, 36045, 65, -42.411, frame01997.jpg
13988, 36058, 65, -42.411, frame01998.jpg
13976, 36072, 65, -42.411, frame01999.jpg
13964, 36085, 65, -42.411, frame02000.jpg
13952, 36098, 65, -42.411, frame02001.jpg
13940, 36112, 65, -42.411, frame02002.jpg
13927, 36125, 65, -41.873, frame02003.jpg
13915, 36138, 65, -39.770, frame02004.jpg
13903, 36153, 65, -39.770, frame02005.jpg
13892, 36167, 65, -39.770, frame02006.jpg
13880, 36181, 65, -39.770, frame02007.jpg
13868, 36195, 65, -39.770, frame02008.jpg
13856, 36209, 65, -39.770, frame02009.jpg
13844, 36224, 65, -39.770, frame02010.jpg
13833, 36238, 65, -39.770, frame02011.jpg
13821, 36252, 65, -39.770, frame02012.jpg
13809, 36266, 65, -39.770, frame02013.jpg
13797, 36280, 65, -39.770, frame02014.jpg
13785, 36294, 65, -39.798, frame02015.jpg
13774, 36309, 65, -39.914, frame02016.jpg
13762, 36323, 65, -39.914, frame02017.jpg
13750, 36336, 65, -39.914, frame02018.jpg
13739, 36350, 65, -39.914, frame02019.jpg
13727, 36364, 65, -39.914, frame02020.jpg
13716, 36378, 65, -39.914, frame02021.jpg
13704, 36392, 65, -39.914, frame02022.jpg
13692, 36406, 65, -39.914, frame02023.jpg
13681, 36420, 65, -39.914, frame02024.jpg
13669, 36434, 65, -39.914, frame02025.jpg
13657, 36448, 65, -39.914, frame02026.jpg
13646, 36462, 65, -40.971, frame02027.jpg
13634, 36475, 65, -45.400, frame02028.jpg
13622, 36487, 65, -45.400, frame02029.jpg
13610, 36499, 65, -45.400, frame02030.jpg
13598, 36511, 65, -45.400, frame02031.jpg
13585, 36523, 65, -45.400, frame02032.jpg
13573, 36535, 65, -45.400, frame02033.jpg
13561, 36547, 65, -45.400, frame02034.jpg
13549, 36559, 65, -45.400, frame02035.jpg
13537, 36571, 65, -45.400, frame02036.jpg
13525, 36583, 65, -45.400, frame02037.jpg
13513, 36595, 65, -45.400, frame02038.jpg
13501, 36607, 65, -43.833, frame02039.jpg
13489, 36619, 65, -38.355, frame02040.jpg
13477, 36634, 65, -38.355, frame02041.jpg
13465, 36649, 65, -38.355, frame02042.jpg
13453, 36664, 65, -38.355, frame02043.jpg
13441, 36679, 65, -38.355, frame02044.jpg
13429, 36694, 65, -38.355, frame02045.jpg
13418, 36709, 65, -38.355, frame02046.jpg
13406, 36724, 65, -38.355, frame02047.jpg
13394, 36739, 65, -38.355, frame02048.jpg
13382, 36754, 65, -38.355, frame02049.jpg
13370, 36768, 65, -38.355, frame02050.jpg
13359, 36783, 65, -38.682, frame02051.jpg
13347, 36798, 65, -40.002, frame02052.jpg
13335, 36812, 65, -40.002, frame02053.jpg
13323, 36826, 65, -40.002, frame02054.jpg
13312, 36840, 65, -40.002, frame02055.jpg
13300, 36854, 65, -40.002, frame02056.jpg
13288, 36868, 65, -40.002, frame02057.jpg
13276, 36882, 65, -40.002, frame02058.jpg
13265, 36896, 65, -40.002, frame02059.jpg
13253, 36910, 65, -40.002, frame02060.jpg
13241, 36924, 65, -40.002, frame02061.jpg
13229, 36938, 65, -40.002, frame02062.jpg
13218, 36952, 65, -40.373, frame02063.jpg
13206, 36966, 65, -41.903, frame02064.jpg
13195, 36979, 65, -41.903, frame02065.jpg
13183, 36991, 65, -41.903, frame02066.jpg
13172, 37004, 65, -41.903, frame02067.jpg
13160, 37017, 65, -41.903, frame02068.jpg
13149, 37029, 65, -41.903, frame02069.jpg
13138, 37042, 65, -41.903, frame02070.jpg
13126, 37055, 65, -41.903, frame02071.jpg
13115, 37067, 65, -41.903, frame02072.jpg
13103, 37080, 65, -41.903, frame02073.jpg
13092, 37093, 65, -41.903, frame02074.jpg
13081, 37106, 65, -42.112, frame02075.jpg
13069, 37118, 65, -42.874, frame02076.jpg
13057, 37131, 65, -42.874, frame02077.jpg
13045, 37144, 65, -42.874, frame02078.jpg
13033, 37158, 65, -42.874, frame02079.jpg
13020, 37171, 65, -42.874, frame02080.jpg
13008, 37184, 65, -42.874, frame02081.jpg
12996, 37197, 65, -42.874, frame02082.jpg
12984, 37210, 65, -42.874, frame02083.jpg
12972, 37223, 65, -42.874, frame02084.jpg
12960, 37236, 65, -42.874, frame02085.jpg
12948, 37249, 65, -42.874, frame02086.jpg
12936, 37262, 65, -43.281, frame02087.jpg
12923, 37275, 65, -44.850, frame02088.jpg
12911, 37287, 65, -44.850, frame02089.jpg
12899, 37300, 65, -44.850, frame02090.jpg
12886, 37312, 65, -44.850, frame02091.jpg
12874, 37325, 65, -44.850, frame02092.jpg
12862, 37337, 65, -44.850, frame02093.jpg
12849, 37350, 65, -44.850, frame02094.jpg
12837, 37362, 65, -44.850, frame02095.jpg
12824, 37374, 65, -44.850, frame02096.jpg
12812, 37387, 65, -44.850, frame02097.jpg
