X [mm], Y [mm], Z [mm], Heading [degrees], Filename
35466, 12078, 65, -43.709, frame00184.jpg
35454, 12092, 65, -43.709, frame00185.jpg
35441, 12105, 65, -43.709, frame00186.jpg
35428, 12118, 65, -43.709, frame00187.jpg
35415, 12132, 65, -43.709, frame00188.jpg
35403, 12145, 65, -43.709, frame00189.jpg
35390, 12158, 65, -43.709, frame00190.jpg
35377, 12172, 65, -43.685, frame00191.jpg
35364, 12185, 65, -42.407, frame00192.jpg
35352, 12198, 65, -42.407, frame00193.jpg
35340, 12211, 65, -42.407, frame00194.jpg
35328, 12225, 65, -42.407, frame00195.jpg
35316, 12238, 65, -42.407, frame00196.jpg
35304, 12251, 65, -42.407, frame00197.jpg
35292, 12264, 65, -42.407, frame00198.jpg
35280, 12277, 65, -42.407, frame00199.jpg
35268, 12290, 65, -42.407, frame00200.jpg
35256, 12303, 65, -42.407, frame00201.jpg
35244, 12317, 65, -42.407, frame00202.jpg
35232, 12330, 65, -42.430, frame00203.jpg
35220, 12343, 65, -43.545, frame00204.jpg
35208, 12356, 65, -43.545, frame00205.jpg
35196, 12369, 65, -43.545, frame00206.jpg
35183, 12382, 65, -43.545, frame00207.jpg
35171, 12395, 65, -43.545, frame00208.jpg
35159, 12407, 65, -43.545, frame00209.jpg
35147, 12420, 65, -43.545, frame00210.jpg
35134, 12433, 65, -43.545, frame00211.jpg
35122, 12446, 65, -43.545, frame00212.jpg
35110, 12459, 65, -43.545, frame00213.jpg
35098, 12472, 65, -43.545, frame00214.jpg
35085, 12485, 65, -43.533, frame00215.jpg
35073, 12498, 65, -42.994, frame00216.jpg
35060, 12511, 65, -42.994, frame00217.jpg
35047, 12525, 65, -42.994, frame00218.jpg
35035, 12539, 65, -42.994, frame00219.jpg
35022, 12553, 65, -42.994, frame00220.jpg
35009, 12567, 65, -42.994, frame00221.jpg
34996, 12580, 65, -42.994, frame00222.jpg
34983, 12594, 65, -42.994, frame00223.jpg
34970, 12608, 65, -42.994, frame00224.jpg
34957, 12622, 65, -42.994, frame00225.jpg
34945, 12636, 65, -42.994, frame00226.jpg
34932, 12649, 65, -43.067, frame00227.jpg
34919, 12663, 65, -46.335, frame00228.jpg
34906, 12676, 65, -46.335, frame00229.jpg
34892, 12688, 65, -46.335, frame00230.jpg
34879, 12701, 65, -46.335, frame00231.jpg
34866, 12714, 65, -46.335, frame00232.jpg
34853, 12726, 65, -46.335, frame00233.jpg
34840, 12739, 65, -46.335, frame00234.jpg
34826, 12751, 65, -46.335, frame00235.jpg
34813, 12764, 65, -46.335, frame00236.jpg
34800, 12777, 65, -46.335, frame00237.jpg
34787, 12789, 65, -46.335, frame00238.jpg
34774, 12802, 65, -46.234, frame00239.jpg
34760, 12814, 65, -41.916, frame00240.jpg
34749, 12827, 65, -41.916, frame00241.jpg
34737, 12840, 65, -41.916, frame00242.jpg
34726, 12853, 65, -41.916, frame00243.jpg
34714, 12866, 65, -41.916, frame00244.jpg
34703, 12879, 65, -41.916, frame00245.jpg
34691, 12892, 65, -41.916, frame00246.jpg
34679, 12905, 65, -41.916, frame00247.jpg
34668, 12917, 65, -41.916, frame00248.jpg
34656, 12930, 65, -41.916, frame00249.jpg
34645, 12943, 65, -41.916, frame00250.jpg
34633, 12956, 65, -41.925, frame00251.jpg
34622, 12969, 65, -42.272, frame00252.jpg
34610, 12982, 65, -42.272, frame00253.jpg
34598, 12995, 65, -42.272, frame00254.jpg
34586, 13009, 65, -42.272, frame00255.jpg
34574, 13022, 65, -42.272, frame00256.jpg
34562, 13035, 65, -42.272, frame00257.jpg
34550, 13048, 65, -42.272, frame00258.jpg
34538, 13061, 65, -42.272, frame00259.jpg
34526, 13074, 65, -42.272, frame00260.jpg
34514, 13088, 65, -42.272, frame00261.jpg
34502, 13101, 65, -42.272, frame00262.jpg
34490, 13114, 65, -42.248, frame00263.jpg
34478, 13127, 65, -41.334, frame00264.jpg
34466, 13140, 65, -41.334, frame00265.jpg
34455, 13154, 65, -41.334, frame00266.jpg
34443, 13167, 65, -41.334, frame00267.jpg
34431, 13180, 65, -41.334, frame00268.jpg
34419, 13194, 65, -41.334, frame00269.jpg
34408, 13207, 65, -41.334, frame00270.jpg
34396, 13220, 65, -41.334, frame00271.jpg
34384, 13234, 65, -41.334, frame00272.jpg
34372, 13247, 65, -41.334, frame00273.jpg
34361, 13261, 65, -41.334, frame00274.jpg
34349, 13274, 65, -41.343, frame00275.jpg
34337, 13287, 65, -41.667, frame00276.jpg
34325, 13300, 65, -41.667, frame00277.jpg
34314, 13314, 65, -41.667, frame00278.jpg
34302, 13327, 65, -41.667, frame00279.jpg
34290, 13340, 65, -41.667, frame00280.jpg
34278, 13353, 65, -41.667, frame00281.jpg
34266, 13367, 65, -41.667, frame00282.jpg
34255, 13380, 65, -41.667, frame00283.jpg
34243, 13393, 65, -41.667, frame00284.jpg
34231, 13407, 65, -41.667, frame00285.jpg
34219, 13420, 65, -41.667, frame00286.jpg
34207, 13433, 65, -41.855, frame00287.jpg
34195, 13446, 65, -48.102, frame00288.jpg
34182, 13458, 65, -48.102, frame00289.jpg
34169, 13470, 65, -48.102, frame00290.jpg
34155, 13482, 65, -48.102, frame00291.jpg
34142, 13494, 65, -48.102, frame00292.jpg
34128, 13506, 65, -48.102, frame00293.jpg
34115, 13518, 65, -48.102, frame00294.jpg
34102, 13531, 65, -48.102, frame00295.jpg
34088, 13543, 65, -48.102, frame00296.jpg
34075, 13555, 65, -48.102, frame00297.jpg
34061, 13567, 65, -48.102, frame00298.jpg
34048, 13579, 65, -48.092, frame00299.jpg
34034, 13591, 65, -47.756, frame00300.jpg
34022, 13602, 65, -47.756, frame00301.jpg
34009, 13614, 65, -47.756, frame00302.jpg
33996, 13626, 65, -47.756, frame00303.jpg
33983, 13637, 65, -47.756, frame00304.jpg
33970, 13649, 65, -47.756, frame00305.jpg
33957, 13661, 65, -47.756, frame00306.jpg
33945, 13672, 65, -47.756, frame00307.jpg
33932, 13684, 65, -47.756, frame00308.jpg
33919, 13696, 65, -47.756, frame00309.jpg
33906, 13707, 65, -47.756, frame00310.jpg
33893, 13719, 65, -47.636, frame00311.jpg
33880, 13731, 65, -43.957, frame00312.jpg
33868, 13744, 65, -43.957, frame00313.jpg
33856, 13756, 65, -43.957, frame00314.jpg
33844, 13769, 65, -43.957, frame00315.jpg
33831, 13782, 65, -43.957, frame00316.jpg
33819, 13794, 65, -43.957, frame00317.jpg
33807, 13807, 65, -43.957, frame00318.jpg
33795, 13820, 65, -43.957, frame00319.jpg
33782, 13832, 65, -43.957, frame00320.jpg
33770, 13845, 65, -43.957, frame00321.jpg
33758, 13858, 65, -43.957, frame00322.jpg
33746, 13870, 65, -43.879, frame00323.jpg
33733, 13883, 65, -41.622, frame00324.jpg
33721, 13897, 65, -41.622, frame00325.jpg
33709, 13910, 65, -41.622, frame00326.jpg
33697, 13924, 65, -41.622, frame00327.jpg
33685, 13937, 65, -41.622, frame00328.jpg
33673, 13951, 65, -41.622, frame00329.jpg
33661, 13964, 65, -41.622, frame00330.jpg
33649, 13978, 65, -41.622, frame00331.jpg
33637, 13991, 65, -41.622, frame00332.jpg
33625, 14005, 65, -41.622, frame00333.jpg
33613, 14019, 65, -41.622, frame00334.jpg
33601, 14032, 65, -41.857, frame00335.jpg
33589, 14046, 65, -49.120, frame00336.jpg
33576, 14057, 65, -49.120, frame00337.jpg
33564, 14068, 65, -49.120, frame00338.jpg
33551, 14079, 65, -49.120, frame00339.jpg
33538, 14090, 65, -49.120, frame00340.jpg
33525, 14101, 65, -49.120, frame00341.jpg
33513, 14112, 65, -49.120, frame00342.jpg
33500, 14123, 65, -49.120, frame00343.jpg
33487, 14134, 65, -49.120, frame00344.jpg
33474, 14145, 65, -49.120, frame00345.jpg
33462, 14156, 65, -49.120, frame00346.jpg
33449, 14167, 65, -48.856, frame00347.jpg
33436, 14178, 65, -41.539, frame00348.jpg
33425, 14190, 65, -41.539, frame00349.jpg
33414, 14203, 65, -41.539, frame00350.jpg
33403, 14216, 65, -41.539, frame00351.jpg
33392, 14228, 65, -41.539, frame00352.jpg
33380, 14241, 65, -41.539, frame00353.jpg
33369, 14254, 65, -41.539, frame00354.jpg
33358, 14266, 65, -41.539, frame00355.jpg
33347, 14279, 65, -41.539, frame00356.jpg
33336, 14291, 65, -41.539, frame00357.jpg
33325, 14304, 65, -41.539, frame00358.jpg
33313, 14317, 65, -41.551, frame00359.jpg
33302, 14329, 65, -41.852, frame00360.jpg
33291, 14342, 65, -41.852, frame00361.jpg
33279, 14355, 65, -41.852, frame00362.jpg
33267, 14368, 65, -41.852, frame00363.jpg
33256, 14381, 65, -41.852, frame00364.jpg
33244, 14394, 65, -41.852, frame00365.jpg
33232, 14407, 65, -41.852, frame00366.jpg
33221, 14420, 65, -41.852, frame00367.jpg
33209, 14433, 65, -41.852, frame00368.jpg
33198, 14446, 65, -41.852, frame00369.jpg
33186, 14459, 65, -41.852, frame00370.jpg
33174, 14472, 65, -42.049, frame00371.jpg
33163, 14485, 65, -47.028, frame00372.jpg
33150, 14497, 65, -47.028, frame00373.jpg
33137, 14509, 65, -47.028, frame00374.jpg
33123, 14521, 65, -47.028, frame00375.jpg
33110, 14534, 65, -47.028, frame00376.jpg
33097, 14546, 65, -47.028, frame00377.jpg
33084, 14558, 65, -47.028, frame00378.jpg
33071, 14570, 65, -47.028, frame00379.jpg
33058, 14582, 65, -47.028, frame00380.jpg
33045, 14594, 65, -47.028, frame00381.jpg
33032, 14606, 65, -47.028, frame00382.jpg
33019, 14618, 65, -46.956, frame00383.jpg
33006, 14631, 65, -45.030, frame00384.jpg
32995, 14642, 65, -45.030, frame00385.jpg
32983, 14654, 65, -45.030, frame00386.jpg
32971, 14666, 65, -45.030, frame00387.jpg
32959, 14678, 65, -45.030, frame00388.jpg
32947, 14689, 65, -45.030, frame00389.jpg
32936, 14701, 65, -45.030, frame00390.jpg
32924, 14713, 65, -45.030, frame00391.jpg
32912, 14725, 65, -45.030, frame00392.jpg
32900, 14737, 65, -45.030, frame00393.jpg
32888, 14748, 65, -45.030, frame00394.jpg
32877, 14760, 65, -45.009, frame00395.jpg
32865, 14772, 65, -44.534, frame00396.jpg
32852, 14785, 65, -44.534, frame00397.jpg
32840, 14797, 65, -44.534, frame00398.jpg
32827, 14810, 65, -44.534, frame00399.jpg
32815, 14823, 65, -44.534, frame00400.jpg
32802, 14836, 65, -44.534, frame00401.jpg
32789, 14849, 65, -44.534, frame00402.jpg
32777, 14861, 65, -44.534, frame00403.jpg
32764, 14874, 65, -44.534, frame00404.jpg
32752, 14887, 65, -44.534, frame00405.jpg
32739, 14900, 65, -44.534, frame00406.jpg
32726, 14913, 65, -44.521, frame00407.jpg
32714, 14925, 65, -44.186, frame00408.jpg
32702, 14938, 65, -44.186, frame00409.jpg
32690, 14950, 65, -44.186, frame00410.jpg
32678, 14963, 65, -44.186, frame00411.jpg
32666, 14975, 65, -44.186, frame00412.jpg
32654, 14987, 65, -44.186, frame00413.jpg
32641, 15000, 65, -44.186, frame00414.jpg
32629, 15012, 65, -44.186, frame00415.jpg
32617, 15025, 65, -44.186, frame00416.jpg
32605, 15037, 65, -44.186, frame00417.jpg
32593, 15050, 65, -44.186, frame00418.jpg
32581, 15062, 65, -44.104, frame00419.jpg
32569, 15074, 65, -42.266, frame00420.jpg
32557, 15087, 65, -42.266, frame00421.jpg
32545, 15100, 65, -42.266, frame00422.jpg
32534, 15113, 65, -42.266, frame00423.jpg
32522, 15126, 65, -42.266, frame00424.jpg
32510, 15139, 65, -42.266, frame00425.jpg
32498, 15152, 65, -42.266, frame00426.jpg
32486, 15165, 65, -42.266, frame00427.jpg
32475, 15178, 65, -42.266, frame00428.jpg
32463, 15191, 65, -42.266, frame00429.jpg
32451, 15204, 65, -42.266, frame00430.jpg
32439, 15217, 65, -42.231, frame00431.jpg
32427, 15230, 65, -41.505, frame00432.jpg
32415, 15244, 65, -41.505, frame00433.jpg
32403, 15258, 65, -41.505, frame00434.jpg
32391, 15271, 65, -41.505, frame00435.jpg
32379, 15285, 65, -41.505, frame00436.jpg
32367, 15299, 65, -41.505, frame00437.jpg
32355, 15312, 65, -41.505, frame00438.jpg
32343, 15326, 65, -41.505, frame00439.jpg
32330, 15340, 65, -41.505, frame00440.jpg
32318, 15354, 65, -41.505, frame00441.jpg
32306, 15367, 65, -41.505, frame00442.jpg
32294, 15381, 65, -41.778, frame00443.jpg
32282, 15395, 65, -48.244, frame00444.jpg
32269, 15406, 65, -48.244, frame00445.jpg
32257, 15417, 65, -48.244, frame00446.jpg
32244, 15428, 65, -48.244, frame00447.jpg
32232, 15439, 65, -48.244, frame00448.jpg
32220, 15450, 65, -48.244, frame00449.jpg
32207, 15461, 65, -48.244, frame00450.jpg
32195, 15473, 65, -48.244, frame00451.jpg
32182, 15484, 65, -48.244, frame00452.jpg
32170, 15495, 65, -48.244, frame00453.jpg
32157, 15506, 65, -48.244, frame00454.jpg
32145, 15517, 65, -48.066, frame00455.jpg
32132, 15528, 65, -44.423, frame00456.jpg
32120, 15540, 65, -44.423, frame00457.jpg
32109, 15552, 65, -44.423, frame00458.jpg
32097, 15565, 65, -44.423, frame00459.jpg
32085, 15577, 65, -44.423, frame00460.jpg
32073, 15589, 65, -44.423, frame00461.jpg
32061, 15601, 65, -44.423, frame00462.jpg
32049, 15613, 65, -44.423, frame00463.jpg
32037, 15625, 65, -44.423, frame00464.jpg
32025, 15637, 65, -44.423, frame00465.jpg
32013, 15650, 65, -44.423, frame00466.jpg
32001, 15662, 65, -44.350, frame00467.jpg
31990, 15674, 65, -42.940, frame00468.jpg
31977, 15687, 65, -42.940, frame00469.jpg
31965, 15700, 65, -42.940, frame00470.jpg
31953, 15713, 65, -42.940, frame00471.jpg
31941, 15727, 65, -42.940, frame00472.jpg
31928, 15740, 65, -42.940, frame00473.jpg
31916, 15753, 65, -42.940, frame00474.jpg
31904, 15766, 65, -42.940, frame00475.jpg
31892, 15779, 65, -42.940, frame00476.jpg
31879, 15792, 65, -42.940, frame00477.jpg
31867, 15806, 65, -42.940, frame00478.jpg
31855, 15819, 65, -42.845, frame00479.jpg
31843, 15832, 65, -40.920, frame00480.jpg
31831, 15845, 65, -40.920, frame00481.jpg
31819, 15859, 65, -40.920, frame00482.jpg
31808, 15872, 65, -40.920, frame00483.jpg
31796, 15885, 65, -40.920, frame00484.jpg
31785, 15899, 65, -40.920, frame00485.jpg
31773, 15912, 65, -40.920, frame00486.jpg
31762, 15925, 65, -40.920, frame00487.jpg
31750, 15939, 65, -40.920, frame00488.jpg
31738, 15952, 65, -40.920, frame00489.jpg
31727, 15965, 65, -40.920, frame00490.jpg
31715, 15979, 65, -41.122, frame00491.jpg
31704, 15992, 65, -45.063, frame00492.jpg
31691, 16004, 65, -45.063, frame00493.jpg
31679, 16017, 65, -45.063, frame00494.jpg
31667, 16029, 65, -45.063, frame00495.jpg
31654, 16041, 65, -45.063, frame00496.jpg
31642, 16054, 65, -45.063, frame00497.jpg
31630, 16066, 65, -45.063, frame00498.jpg
31617, 16078, 65, -45.063, frame00499.jpg
31605, 16091, 65, -45.063, frame00500.jpg
31593, 16103, 65, -45.063, frame00501.jpg
31580, 16115, 65, -45.063, frame00502.jpg
31568, 16128, 65, -44.967, frame00503.jpg
31555, 16140, 65, -43.152, frame00504.jpg
31544, 16153, 65, -43.152, frame00505.jpg
31532, 16165, 65, -43.152, frame00506.jpg
31520, 16178, 65, -43.152, frame00507.jpg
31508, 16191, 65, -43.152, frame00508.jpg
31496, 16203, 65, -43.152, frame00509.jpg
31484, 16216, 65, -43.152, frame00510.jpg
31472, 16229, 65, -43.152, frame00511.jpg
31460, 16242, 65, -43.152, frame00512.jpg
31448, 16254, 65, -43.152, frame00513.jpg
31436, 16267, 65, -43.152, frame00514.jpg
31425, 16280, 65, -43.028, frame00515.jpg
31413, 16292, 65, -40.781, frame00516.jpg
31401, 16306, 65, -40.781, frame00517.jpg
31390, 16319, 65, -40.781, frame00518.jpg
31378, 16332, 65, -40.781, frame00519.jpg
31367, 16346, 65, -40.781, frame00520.jpg
31355, 16359, 65, -40.781, frame00521.jpg
31344, 16372, 65, -40.781, frame00522.jpg
31332, 16386, 65, -40.781, frame00523.jpg
31320, 16399, 65, -40.781, frame00524.jpg
31309, 16413, 65, -40.781, frame00525.jpg
31297, 16426, 65, -40.781, frame00526.jpg
31286, 16439, 65, -41.118, frame00527.jpg
31274, 16453, 65, -47.279, frame00528.jpg
31262, 16464, 65, -47.279, frame00529.jpg
31249, 16476, 65, -47.279, frame00530.jpg
31236, 16488, 65, -47.279, frame00531.jpg
31223, 16500, 65, -47.279, frame00532.jpg
31211, 16511, 65, -47.279, frame00533.jpg
31198, 16523, 65, -47.279, frame00534.jpg
31185, 16535, 65, -47.279, frame00535.jpg
31172, 16547, 65, -47.279, frame00536.jpg
31160, 16558, 65, -47.279, frame00537.jpg
31147, 16570, 65, -47.279, frame00538.jpg
31134, 16582, 65, -47.070, frame00539.jpg
31121, 16594, 65, -43.534, frame00540.jpg
31109, 16607, 65, -43.534, frame00541.jpg
31097, 16620, 65, -43.534, frame00542.jpg
31084, 16633, 65, -43.534, frame00543.jpg
31072, 16646, 65, -43.534, frame00544.jpg
31059, 16659, 65, -43.534, frame00545.jpg
31047, 16672, 65, -43.534, frame00546.jpg
31035, 16685, 65, -43.534, frame00547.jpg
31022, 16698, 65, -43.534, frame00548.jpg
31010, 16711, 65, -43.534, frame00549.jpg
30997, 16724, 65, -43.534, frame00550.jpg
30985, 16738, 65, -43.330, frame00551.jpg
30973, 16751, 65, -39.785, frame00552.jpg
30961, 16764, 65, -39.785, frame00553.jpg
30950, 16778, 65, -39.785, frame00554.jpg
30938, 16792, 65, -39.785, frame00555.jpg
30927, 16805, 65, -39.785, frame00556.jpg
30916, 16819, 65, -39.785, frame00557.jpg
30904, 16832, 65, -39.785, frame00558.jpg
30893, 16846, 65, -39.785, frame00559.jpg
30882, 16860, 65, -39.785, frame00560.jpg
30870, 16873, 65, -39.785, frame00561.jpg
30859, 16887, 65, -39.785, frame00562.jpg
30848, 16901, 65, -39.921, frame00563.jpg
30836, 16914, 65, -42.259, frame00564.jpg
30825, 16927, 65, -42.259, frame00565.jpg
30813, 16940, 65, -42.259, frame00566.jpg
30801, 16953, 65, -42.259, frame00567.jpg
30790, 16965, 65, -42.259, frame00568.jpg
30778, 16978, 65, -42.259, frame00569.jpg
30767, 16991, 65, -42.259, frame00570.jpg
30755, 17004, 65, -42.259, frame00571.jpg
30743, 17016, 65, -42.259, frame00572.jpg
30732, 17029, 65, -42.259, frame00573.jpg
30720, 17042, 65, -42.259, frame00574.jpg
30708, 17055, 65, -42.354, frame00575.jpg
30697, 17068, 65, -43.916, frame00576.jpg
30685, 17080, 65, -43.916, frame00577.jpg
30673, 17092, 65, -43.916, frame00578.jpg
30661, 17105, 65, -43.916, frame00579.jpg
