X [mm], Y [mm], Z [mm], Heading [degrees], Filename
34973, 8734, 65, -39.310, frame00000.jpg
34962, 8748, 65, -39.310, frame00001.jpg
34951, 8761, 65, -39.310, frame00002.jpg
34941, 8774, 65, -39.310, frame00003.jpg
34930, 8787, 65, -39.310, frame00004.jpg
34919, 8800, 65, -39.310, frame00005.jpg
34908, 8814, 65, -39.310, frame00006.jpg
34898, 8827, 65, -39.310, frame00007.jpg
34887, 8840, 65, -39.310, frame00008.jpg
34876, 8853, 65, -39.310, frame00009.jpg
34865, 8866, 65, -39.310, frame00010.jpg
34854, 8879, 65, -39.316, frame00011.jpg
34844, 8893, 65, -43.873, frame00012.jpg
34832, 8905, 65, -43.873, frame00013.jpg
34820, 8917, 65, -43.873, frame00014.jpg
34809, 8929, 65, -43.873, frame00015.jpg
34797, 8941, 65, -43.873, frame00016.jpg
34785, 8953, 65, -43.873, frame00017.jpg
34774, 8965, 65, -43.873, frame00018.jpg
34762, 8978, 65, -43.873, frame00019.jpg
34750, 8990, 65, -43.873, frame00020.jpg
34738, 9002, 65, -43.873, frame00021.jpg
34727, 9014, 65, -43.873, frame00022.jpg
34715, 9026, 65, -43.872, frame00023.jpg
34703, 9038, 65, -43.764, frame00024.jpg
34692, 9050, 65, -43.764, frame00025.jpg
34681, 9062, 65, -43.764, frame00026.jpg
34670, 9074, 65, -43.764, frame00027.jpg
34658, 9085, 65, -43.764, frame00028.jpg
34647, 9097, 65, -43.764, frame00029.jpg
34636, 9109, 65, -43.764, frame00030.jpg
34624, 9121, 65, -43.764, frame00031.jpg
34613, 9133, 65, -43.764, frame00032.jpg
34602, 9144, 65, -43.764, frame00033.jpg
34591, 9156, 65, -43.764, frame00034.jpg
34579, 9168, 65, -43.737, frame00035.jpg
34568, 9180, 65, -35.196, frame00036.jpg
34560, 9191, 65, -35.196, frame00037.jpg
34551, 9203, 65, -35.196, frame00038.jpg
34543, 9215, 65, -35.196, frame00039.jpg
34535, 9227, 65, -35.196, frame00040.jpg
34526, 9239, 65, -35.196, frame00041.jpg
34518, 9250, 65, -35.196, frame00042.jpg
34510, 9262, 65, -35.196, frame00043.jpg
34502, 9274, 65, -35.196, frame00044.jpg
34493, 9286, 65, -35.196, frame00045.jpg
34485, 9298, 65, -35.196, frame00046.jpg
34477, 9309, 65, -35.196, frame00047.jpg
34468, 9321, 65, -35.196, frame00048.jpg
34460, 9333, 65, -35.196, frame00049.jpg
34452, 9345, 65, -35.236, frame00050.jpg
34443, 9357, 65, -40.014, frame00051.jpg
34428, 9375, 65, -40.014, frame00052.jpg
34412, 9393, 65, -40.014, frame00053.jpg
34397, 9412, 65, -40.014, frame00054.jpg
34382, 9430, 65, -40.014, frame00055.jpg
34366, 9448, 65, -40.014, frame00056.jpg
34351, 9466, 65, -40.014, frame00057.jpg
34336, 9485, 65, -40.014, frame00058.jpg
34320, 9503, 65, -40.020, frame00059.jpg
34305, 9521, 65, -41.452, frame00060.jpg
34293, 9534, 65, -41.452, frame00061.jpg
34282, 9548, 65, -41.452, frame00062.jpg
34270, 9561, 65, -41.452, frame00063.jpg
34258, 9574, 65, -41.452, frame00064.jpg
34247, 9587, 65, -41.452, frame00065.jpg
34235, 9600, 65, -41.452, frame00066.jpg
34224, 9613, 65, -41.452, frame00067.jpg
34212, 9627, 65, -41.452, frame00068.jpg
34200, 9640, 65, -41.452, frame00069.jpg
34189, 9653, 65, -41.452, frame00070.jpg
34177, 9666, 65, -41.459, frame00071.jpg
34165, 9679, 65, -42.337, frame00072.jpg
34154, 9692, 65, -42.337, frame00073.jpg
34142, 9705, 65, -42.337, frame00074.jpg
34130, 9719, 65, -42.337, frame00075.jpg
34118, 9732, 65, -42.337, frame00076.jpg
34106, 9745, 65, -42.337, frame00077.jpg
34094, 9758, 65, -42.337, frame00078.jpg
34082, 9771, 65, -42.337, frame00079.jpg
34070, 9784, 65, -42.337, frame00080.jpg
34058, 9797, 65, -42.337, frame00081.jpg
34046, 9810, 65, -42.337, frame00082.jpg
34034, 9823, 65, -42.351, frame00083.jpg
34023, 9836, 65, -44.051, frame00084.jpg
34011, 9849, 65, -44.051, frame00085.jpg
33999, 9861, 65, -44.051, frame00086.jpg
33987, 9873, 65, -44.051, frame00087.jpg
33974, 9886, 65, -44.051, frame00088.jpg
33962, 9898, 65, -44.051, frame00089.jpg
33950, 9911, 65, -44.051, frame00090.jpg
33938, 9923, 65, -44.051, frame00091.jpg
33926, 9936, 65, -44.051, frame00092.jpg
33914, 9948, 65, -44.051, frame00093.jpg
33902, 9960, 65, -44.051, frame00094.jpg
33890, 9973, 65, -44.071, frame00095.jpg
33878, 9985, 65, -46.637, frame00096.jpg
33868, 9995, 65, -46.637, frame00097.jpg
33858, 10004, 65, -46.637, frame00098.jpg
33848, 10013, 65, -46.637, frame00099.jpg
33839, 10023, 65, -46.637, frame00100.jpg
33829, 10032, 65, -46.637, frame00101.jpg
33819, 10042, 65, -46.637, frame00102.jpg
33809, 10051, 65, -46.637, frame00103.jpg
33799, 10060, 65, -46.637, frame00104.jpg
33789, 10070, 65, -46.637, frame00105.jpg
33779, 10079, 65, -46.637, frame00106.jpg
33769, 10089, 65, -46.637, frame00107.jpg
33759, 10098, 65, -46.637, frame00108.jpg
33749, 10108, 65, -46.637, frame00109.jpg
33739, 10117, 65, -46.450, frame00110.jpg
33729, 10126, 65, -36.702, frame00111.jpg
33715, 10145, 65, -36.702, frame00112.jpg
33701, 10164, 65, -36.702, frame00113.jpg
33687, 10183, 65, -36.702, frame00114.jpg
33673, 10202, 65, -36.702, frame00115.jpg
33659, 10220, 65, -36.702, frame00116.jpg
33645, 10239, 65, -36.702, frame00117.jpg
33631, 10258, 65, -36.702, frame00118.jpg
33617, 10277, 65, -36.726, frame00119.jpg
33603, 10296, 65, -39.316, frame00120.jpg
33591, 10310, 65, -39.316, frame00121.jpg
33580, 10324, 65, -39.316, frame00122.jpg
33568, 10338, 65, -39.316, frame00123.jpg
33557, 10352, 65, -39.316, frame00124.jpg
33545, 10366, 65, -39.316, frame00125.jpg
33534, 10380, 65, -39.316, frame00126.jpg
33522, 10394, 65, -39.316, frame00127.jpg
33511, 10408, 65, -39.316, frame00128.jpg
33499, 10422, 65, -39.316, frame00129.jpg
33488, 10436, 65, -39.316, frame00130.jpg
33477, 10450, 65, -39.292, frame00131.jpg
33465, 10464, 65, -37.392, frame00132.jpg
33455, 10477, 65, -37.392, frame00133.jpg
33444, 10491, 65, -37.392, frame00134.jpg
33433, 10505, 65, -37.392, frame00135.jpg
33423, 10519, 65, -37.392, frame00136.jpg
33412, 10533, 65, -37.392, frame00137.jpg
33402, 10547, 65, -37.392, frame00138.jpg
33391, 10560, 65, -37.392, frame00139.jpg
33381, 10574, 65, -37.392, frame00140.jpg
33370, 10588, 65, -37.392, frame00141.jpg
33359, 10602, 65, -37.392, frame00142.jpg
33349, 10616, 65, -37.435, frame00143.jpg
33338, 10630, 65, -40.361, frame00144.jpg
33327, 10643, 65, -40.361, frame00145.jpg
33316, 10656, 65, -40.361, frame00146.jpg
33304, 10670, 65, -40.361, frame00147.jpg
33293, 10683, 65, -40.361, frame00148.jpg
33282, 10696, 65, -40.361, frame00149.jpg
33270, 10710, 65, -40.361, frame00150.jpg
33259, 10723, 65, -40.361, frame00151.jpg
33248, 10736, 65, -40.361, frame00152.jpg
33236, 10750, 65, -40.361, frame00153.jpg
33225, 10763, 65, -40.361, frame00154.jpg
33213, 10776, 65, -40.466, frame00155.jpg
33202, 10790, 65, -46.878, frame00156.jpg
33189, 10802, 65, -46.878, frame00157.jpg
33176, 10815, 65, -46.878, frame00158.jpg
33162, 10827, 65, -46.878, frame00159.jpg
33149, 10839, 65, -46.878, frame00160.jpg
33136, 10852, 65, -46.878, frame00161.jpg
33123, 10864, 65, -46.878, frame00162.jpg
33109, 10877, 65, -46.878, frame00163.jpg
33096, 10889, 65, -46.878, frame00164.jpg
33083, 10901, 65, -46.878, frame00165.jpg
33070, 10914, 65, -46.878, frame00166.jpg
33056, 10926, 65, -46.842, frame00167.jpg
33043, 10939, 65, -44.559, frame00168.jpg
33031, 10951, 65, -44.559, frame00169.jpg
33019, 10963, 65, -44.559, frame00170.jpg
33007, 10975, 65, -44.559, frame00171.jpg
32995, 10987, 65, -44.559, frame00172.jpg
32983, 10999, 65, -44.559, frame00173.jpg
32971, 11012, 65, -44.559, frame00174.jpg
32959, 11024, 65, -44.559, frame00175.jpg
32947, 11036, 65, -44.559, frame00176.jpg
32935, 11048, 65, -44.559, frame00177.jpg
32924, 11060, 65, -44.559, frame00178.jpg
32912, 11072, 65, -44.456, frame00179.jpg
32900, 11084, 65, -39.273, frame00180.jpg
32888, 11099, 65, -39.273, frame00181.jpg
32876, 11113, 65, -39.273, frame00182.jpg
32864, 11128, 65, -39.273, frame00183.jpg
32853, 11142, 65, -39.273, frame00184.jpg
32841, 11156, 65, -39.273, frame00185.jpg
32829, 11171, 65, -39.273, frame00186.jpg
32817, 11185, 65, -39.273, frame00187.jpg
32806, 11199, 65, -39.273, frame00188.jpg
32794, 11214, 65, -39.273, frame00189.jpg
32782, 11228, 65, -39.273, frame00190.jpg
32770, 11243, 65, -39.215, frame00191.jpg
32759, 11257, 65, -35.364, frame00192.jpg
32750, 11269, 65, -35.364, frame00193.jpg
32742, 11280, 65, -35.364, frame00194.jpg
32734, 11292, 65, -35.364, frame00195.jpg
32725, 11304, 65, -35.364, frame00196.jpg
32717, 11315, 65, -35.364, frame00197.jpg
32709, 11327, 65, -35.364, frame00198.jpg
32700, 11339, 65, -35.364, frame00199.jpg
32692, 11351, 65, -35.364, frame00200.jpg
32684, 11362, 65, -35.364, frame00201.jpg
32675, 11374, 65, -35.364, frame00202.jpg
32667, 11386, 65, -35.364, frame00203.jpg
32659, 11398, 65, -35.364, frame00204.jpg
32650, 11409, 65, -35.364, frame00205.jpg
32642, 11421, 65, -35.482, frame00206.jpg
32634, 11433, 65, -38.770, frame00207.jpg
32618, 11452, 65, -38.770, frame00208.jpg
32603, 11471, 65, -38.770, frame00209.jpg
32588, 11490, 65, -38.770, frame00210.jpg
32573, 11509, 65, -38.770, frame00211.jpg
32557, 11528, 65, -38.770, frame00212.jpg
32542, 11547, 65, -38.770, frame00213.jpg
32527, 11566, 65, -38.770, frame00214.jpg
32511, 11585, 65, -38.848, frame00215.jpg
32496, 11604, 65, -43.840, frame00216.jpg
32484, 11617, 65, -43.840, frame00217.jpg
32472, 11629, 65, -43.840, frame00218.jpg
32460, 11642, 65, -43.840, frame00219.jpg
32448, 11654, 65, -43.840, frame00220.jpg
32436, 11667, 65, -43.840, frame00221.jpg
32424, 11679, 65, -43.840, frame00222.jpg
32412, 11692, 65, -43.840, frame00223.jpg
32400, 11704, 65, -43.840, frame00224.jpg
32388, 11717, 65, -43.840, frame00225.jpg
32376, 11729, 65, -43.840, frame00226.jpg
32364, 11742, 65, -43.763, frame00227.jpg
32352, 11754, 65, -40.703, frame00228.jpg
32340, 11768, 65, -40.703, frame00229.jpg
32328, 11783, 65, -40.703, frame00230.jpg
32315, 11797, 65, -40.703, frame00231.jpg
32303, 11811, 65, -40.703, frame00232.jpg
32291, 11825, 65, -40.703, frame00233.jpg
32279, 11839, 65, -40.703, frame00234.jpg
32267, 11854, 65, -40.703, frame00235.jpg
32254, 11868, 65, -40.703, frame00236.jpg
32242, 11882, 65, -40.703, frame00237.jpg
32230, 11896, 65, -40.703, frame00238.jpg
32218, 11910, 65, -40.631, frame00239.jpg
32206, 11924, 65, -37.578, frame00240.jpg
32195, 11939, 65, -37.578, frame00241.jpg
32184, 11953, 65, -37.578, frame00242.jpg
32173, 11967, 65, -37.578, frame00243.jpg
32162, 11981, 65, -37.578, frame00244.jpg
32151, 11995, 65, -37.578, frame00245.jpg
32140, 12009, 65, -37.578, frame00246.jpg
32130, 12023, 65, -37.578, frame00247.jpg
32119, 12037, 65, -37.578, frame00248.jpg
32108, 12051, 65, -37.578, frame00249.jpg
32097, 12065, 65, -37.578, frame00250.jpg
32086, 12080, 65, -37.627, frame00251.jpg
32075, 12094, 65, -39.551, frame00252.jpg
32064, 12107, 65, -39.551, frame00253.jpg
32053, 12121, 65, -39.551, frame00254.jpg
32042, 12134, 65, -39.551, frame00255.jpg
32031, 12148, 65, -39.551, frame00256.jpg
32019, 12161, 65, -39.551, frame00257.jpg
32008, 12175, 65, -39.551, frame00258.jpg
31997, 12188, 65, -39.551, frame00259.jpg
31986, 12202, 65, -39.551, frame00260.jpg
31975, 12215, 65, -39.551, frame00261.jpg
31964, 12229, 65, -39.551, frame00262.jpg
31952, 12243, 65, -39.565, frame00263.jpg
31941, 12256, 65, -40.078, frame00264.jpg
31930, 12269, 65, -40.078, frame00265.jpg
31919, 12283, 65, -40.078, frame00266.jpg
31907, 12296, 65, -40.078, frame00267.jpg
31896, 12310, 65, -40.078, frame00268.jpg
31885, 12323, 65, -40.078, frame00269.jpg
31874, 12336, 65, -40.078, frame00270.jpg
31863, 12350, 65, -40.078, frame00271.jpg
31851, 12363, 65, -40.078, frame00272.jpg
31840, 12376, 65, -40.078, frame00273.jpg
31829, 12390, 65, -40.078, frame00274.jpg
31818, 12403, 65, -39.984, frame00275.jpg
31806, 12416, 65, -36.755, frame00276.jpg
31796, 12431, 65, -36.755, frame00277.jpg
31785, 12445, 65, -36.755, frame00278.jpg
31774, 12460, 65, -36.755, frame00279.jpg
31763, 12474, 65, -36.755, frame00280.jpg
31753, 12488, 65, -36.755, frame00281.jpg
31742, 12503, 65, -36.755, frame00282.jpg
31731, 12517, 65, -36.755, frame00283.jpg
31720, 12531, 65, -36.755, frame00284.jpg
31710, 12546, 65, -36.755, frame00285.jpg
31699, 12560, 65, -36.755, frame00286.jpg
31688, 12575, 65, -36.792, frame00287.jpg
31677, 12589, 65, -38.047, frame00288.jpg
31667, 12603, 65, -38.047, frame00289.jpg
31656, 12617, 65, -38.047, frame00290.jpg
31645, 12631, 65, -38.047, frame00291.jpg
31634, 12645, 65, -38.047, frame00292.jpg
31623, 12659, 65, -38.047, frame00293.jpg
31612, 12673, 65, -38.047, frame00294.jpg
31601, 12687, 65, -38.047, frame00295.jpg
31590, 12701, 65, -38.047, frame00296.jpg
31579, 12715, 65, -38.047, frame00297.jpg
31568, 12729, 65, -38.047, frame00298.jpg
31557, 12743, 65, -38.193, frame00299.jpg
31546, 12757, 65, -43.086, frame00300.jpg
31534, 12770, 65, -43.086, frame00301.jpg
31522, 12782, 65, -43.086, frame00302.jpg
31511, 12795, 65, -43.086, frame00303.jpg
31499, 12807, 65, -43.086, frame00304.jpg
31487, 12820, 65, -43.086, frame00305.jpg
31475, 12833, 65, -43.086, frame00306.jpg
31463, 12845, 65, -43.086, frame00307.jpg
31452, 12858, 65, -43.086, frame00308.jpg
31440, 12870, 65, -43.086, frame00309.jpg
31428, 12883, 65, -43.086, frame00310.jpg
31416, 12896, 65, -42.888, frame00311.jpg
31404, 12908, 65, -36.931, frame00312.jpg
31394, 12923, 65, -36.931, frame00313.jpg
31383, 12937, 65, -36.931, frame00314.jpg
31372, 12951, 65, -36.931, frame00315.jpg
31362, 12965, 65, -36.931, frame00316.jpg
31351, 12980, 65, -36.931, frame00317.jpg
31340, 12994, 65, -36.931, frame00318.jpg
31329, 13008, 65, -36.931, frame00319.jpg
31319, 13023, 65, -36.931, frame00320.jpg
31308, 13037, 65, -36.931, frame00321.jpg
31297, 13051, 65, -36.931, frame00322.jpg
31286, 13065, 65, -37.019, frame00323.jpg
31276, 13080, 65, -40.361, frame00324.jpg
31267, 13090, 65, -40.361, frame00325.jpg
31258, 13101, 65, -40.361, frame00326.jpg
31248, 13112, 65, -40.361, frame00327.jpg
31239, 13122, 65, -40.361, frame00328.jpg
31230, 13133, 65, -40.361, frame00329.jpg
31221, 13144, 65, -40.361, frame00330.jpg
31212, 13154, 65, -40.361, frame00331.jpg
31203, 13165, 65, -40.361, frame00332.jpg
31194, 13176, 65, -40.361, frame00333.jpg
31185, 13186, 65, -40.361, frame00334.jpg
31176, 13197, 65, -40.361, frame00335.jpg
31167, 13208, 65, -40.361, frame00336.jpg
31158, 13218, 65, -40.361, frame00337.jpg
31149, 13229, 65, -40.453, frame00338.jpg
31139, 13240, 65, -41.961, frame00339.jpg
31123, 13258, 65, -41.961, frame00340.jpg
31107, 13276, 65, -41.961, frame00341.jpg
31090, 13295, 65, -41.961, frame00342.jpg
31074, 13313, 65, -41.961, frame00343.jpg
31058, 13331, 65, -41.961, frame00344.jpg
31041, 13349, 65, -41.961, frame00345.jpg
31025, 13367, 65, -41.961, frame00346.jpg
31009, 13385, 65, -41.969, frame00347.jpg
30992, 13403, 65, -42.279, frame00348.jpg
30980, 13417, 65, -42.279, frame00349.jpg
30968, 13430, 65, -42.279, frame00350.jpg
30956, 13443, 65, -42.279, frame00351.jpg
30944, 13457, 65, -42.279, frame00352.jpg
30932, 13470, 65, -42.279, frame00353.jpg
30920, 13483, 65, -42.279, frame00354.jpg
30907, 13497, 65, -42.279, frame00355.jpg
30895, 13510, 65, -42.279, frame00356.jpg
30883, 13524, 65, -42.279, frame00357.jpg
30871, 13537, 65, -42.279, frame00358.jpg
30859, 13550, 65, -42.138, frame00359.jpg
30847, 13564, 65, -38.333, frame00360.jpg
30836, 13578, 65, -38.333, frame00361.jpg
30825, 13592, 65, -38.333, frame00362.jpg
30814, 13606, 65, -38.333, frame00363.jpg
30802, 13620, 65, -38.333, frame00364.jpg
30791, 13634, 65, -38.333, frame00365.jpg
30780, 13648, 65, -38.333, frame00366.jpg
30769, 13662, 65, -38.333, frame00367.jpg
30758, 13676, 65, -38.333, frame00368.jpg
30747, 13690, 65, -38.333, frame00369.jpg
30736, 13704, 65, -38.333, frame00370.jpg
30725, 13718, 65, -38.373, frame00371.jpg
30714, 13732, 65, -39.456, frame00372.jpg
30703, 13745, 65, -39.456, frame00373.jpg
30692, 13759, 65, -39.456, frame00374.jpg
30681, 13772, 65, -39.456, frame00375.jpg
30670, 13785, 65, -39.456, frame00376.jpg
30659, 13799, 65, -39.456, frame00377.jpg
30647, 13812, 65, -39.456, frame00378.jpg
30636, 13826, 65, -39.456, frame00379.jpg
30625, 13839, 65, -39.456, frame00380.jpg
30614, 13853, 65, -39.456, frame00381.jpg
30603, 13866, 65, -39.456, frame00382.jpg
30592, 13880, 65, -39.541, frame00383.jpg
30581, 13893, 65, -42.193, frame00384.jpg
30572, 13903, 65, -42.193, frame00385.jpg
30562, 13914, 65, -42.193, frame00386.jpg
30553, 13924, 65, -42.193, frame00387.jpg
30544, 13934, 65, -42.193, frame00388.jpg
30534, 13944, 65, -42.193, frame00389.jpg
30525, 13955, 65, -42.193, frame00390.jpg
30516, 13965, 65, -42.193, frame00391.jpg
30506, 13975, 65, -42.193, frame00392.jpg
30497, 13986, 65, -42.193, frame00393.jpg
30488, 13996, 65, -42.193, frame00394.jpg
30478, 14006, 65, -42.193, frame00395.jpg
30469, 14017, 65, -42.193, frame00396.jpg
30460, 14027, 65, -42.193, frame00397.jpg
30450, 14037, 65, -42.163, frame00398.jpg
30441, 14048, 65, -41.742, frame00399.jpg
30425, 14066, 65, -41.742, frame00400.jpg
30409, 14083, 65, -41.742, frame00401.jpg
30393, 14101, 65, -41.742, frame00402.jpg
30377, 14119, 65, -41.742, frame00403.jpg
30361, 14137, 65, -41.742, frame00404.jpg
30345, 14155, 65, -41.742, frame00405.jpg
30330, 14172, 65, -41.742, frame00406.jpg
30314, 14190, 65, -41.769, frame00407.jpg
30298, 14208, 65, -42.607, frame00408.jpg
30286, 14221, 65, -42.607, frame00409.jpg
30274, 14234, 65, -42.607, frame00410.jpg
30262, 14247, 65, -42.607, frame00411.jpg
30250, 14260, 65, -42.607, frame00412.jpg
30238, 14273, 65, -42.607, frame00413.jpg
30226, 14286, 65, -42.607, frame00414.jpg
30214, 14299, 65, -42.607, frame00415.jpg
30202, 14312, 65, -42.607, frame00416.jpg
30190, 14325, 65, -42.607, frame00417.jpg
30178, 14339, 65, -42.607, frame00418.jpg
30166, 14352, 65, -42.482, frame00419.jpg
30154, 14365, 65, -38.832, frame00420.jpg
30145, 14375, 65, -38.832, frame00421.jpg
30136, 14386, 65, -38.832, frame00422.jpg
30128, 14397, 65, -38.832, frame00423.jpg
30119, 14408, 65, -38.832, frame00424.jpg
30110, 14419, 65, -38.832, frame00425.jpg
30101, 14430, 65, -38.832, frame00426.jpg
30093, 14440, 65, -38.832, frame00427.jpg
30084, 14451, 65, -38.832, frame00428.jpg
30075, 14462, 65, -38.832, frame00429.jpg
30067, 14473, 65, -38.832, frame00430.jpg
30058, 14484, 65, -38.832, frame00431.jpg
30049, 14495, 65, -38.832, frame00432.jpg
30040, 14505, 65, -38.832, frame00433.jpg
30032, 14516, 65, -39.175, frame00434.jpg
30023, 14527, 65, -43.303, frame00435.jpg
30005, 14546, 65, -43.303, frame00436.jpg
29988, 14564, 65, -43.303, frame00437.jpg
29970, 14583, 65, -43.303, frame00438.jpg
29953, 14602, 65, -43.303, frame00439.jpg
29935, 14620, 65, -43.303, frame00440.jpg
29918, 14639, 65, -43.303, frame00441.jpg
29900, 14657, 65, -43.303, frame00442.jpg
29883, 14676, 65, -43.260, frame00443.jpg
29866, 14694, 65, -41.939, frame00444.jpg
29854, 14707, 65, -41.939, frame00445.jpg
29842, 14720, 65, -41.939, frame00446.jpg
29830, 14734, 65, -41.939, frame00447.jpg
29818, 14747, 65, -41.939, frame00448.jpg
29806, 14760, 65, -41.939, frame00449.jpg
29794, 14773, 65, -41.939, frame00450.jpg
29782, 14787, 65, -41.939, frame00451.jpg
29770, 14800, 65, -41.939, frame00452.jpg
29759, 14813, 65, -41.939, frame00453.jpg
29747, 14826, 65, -41.939, frame00454.jpg
29735, 14840, 65, -41.929, frame00455.jpg
29723, 14853, 65, -41.713, frame00456.jpg
29711, 14866, 65, -41.713, frame00457.jpg
29700, 14879, 65, -41.713, frame00458.jpg
29688, 14892, 65, -41.713, frame00459.jpg
29677, 14905, 65, -41.713, frame00460.jpg
29665, 14918, 65, -41.713, frame00461.jpg
29653, 14931, 65, -41.713, frame00462.jpg
29642, 14944, 65, -41.713, frame00463.jpg
29630, 14957, 65, -41.713, frame00464.jpg
29619, 14970, 65, -41.713, frame00465.jpg
29607, 14983, 65, -41.713, frame00466.jpg
29596, 14996, 65, -41.603, frame00467.jpg
29584, 15009, 65, -39.408, frame00468.jpg
29573, 15023, 65, -39.408, frame00469.jpg
29561, 15036, 65, -39.408, frame00470.jpg
29550, 15050, 65, -39.408, frame00471.jpg
29539, 15064, 65, -39.408, frame00472.jpg
29527, 15078, 65, -39.408, frame00473.jpg
29516, 15092, 65, -39.408, frame00474.jpg
29505, 15106, 65, -39.408, frame00475.jpg
29493, 15119, 65, -39.408, frame00476.jpg
29482, 15133, 65, -39.408, frame00477.jpg
29470, 15147, 65, -39.408, frame00478.jpg
29459, 15161, 65, -39.484, frame00479.jpg
29448, 15175, 65, -41.069, frame00480.jpg
29437, 15187, 65, -41.069, frame00481.jpg
29425, 15200, 65, -41.069, frame00482.jpg
29414, 15213, 65, -41.069, frame00483.jpg
29403, 15226, 65, -41.069, frame00484.jpg
29392, 15239, 65, -41.069, frame00485.jpg
29380, 15252, 65, -41.069, frame00486.jpg
29369, 15265, 65, -41.069, frame00487.jpg
29358, 15278, 65, -41.069, frame00488.jpg
29347, 15291, 65, -41.069, frame00489.jpg
29335, 15303, 65, -41.069, frame00490.jpg
29324, 15316, 65, -40.967, frame00491.jpg
29313, 15329, 65, -38.540, frame00492.jpg
29304, 15340, 65, -38.540, frame00493.jpg
29296, 15351, 65, -38.540, frame00494.jpg
29287, 15362, 65, -38.540, frame00495.jpg
29279, 15372, 65, -38.540, frame00496.jpg
29270, 15383, 65, -38.540, frame00497.jpg
29261, 15394, 65, -38.540, frame00498.jpg
29253, 15405, 65, -38.540, frame00499.jpg
29244, 15416, 65, -38.540, frame00500.jpg
29235, 15427, 65, -38.540, frame00501.jpg
29227, 15437, 65, -38.540, frame00502.jpg
29218, 15448, 65, -38.540, frame00503.jpg
29210, 15459, 65, -38.540, frame00504.jpg
29201, 15470, 65, -38.540, frame00505.jpg
29192, 15481, 65, -38.971, frame00506.jpg
29183, 15492, 65, -43.677, frame00507.jpg
29167, 15509, 65, -43.677, frame00508.jpg
29150, 15526, 65, -43.677, frame00509.jpg
29134, 15543, 65, -43.677, frame00510.jpg
29118, 15561, 65, -43.677, frame00511.jpg
29101, 15578, 65, -43.677, frame00512.jpg
29085, 15595, 65, -43.677, frame00513.jpg
29068, 15612, 65, -43.677, frame00514.jpg
29052, 15629, 65, -43.670, frame00515.jpg
29036, 15646, 65, -43.495, frame00516.jpg
29024, 15659, 65, -43.495, frame00517.jpg
29012, 15672, 65, -43.495, frame00518.jpg
29000, 15684, 65, -43.495, frame00519.jpg
28988, 15697, 65, -43.495, frame00520.jpg
28976, 15709, 65, -43.495, frame00521.jpg
28964, 15722, 65, -43.495, frame00522.jpg
28952, 15735, 65, -43.495, frame00523.jpg
28940, 15747, 65, -43.495, frame00524.jpg
28928, 15760, 65, -43.495, frame00525.jpg
28916, 15772, 65, -43.495, frame00526.jpg
28904, 15785, 65, -43.393, frame00527.jpg
28892, 15798, 65, -41.607, frame00528.jpg
28880, 15811, 65, -41.607, frame00529.jpg
28869, 15824, 65, -41.607, frame00530.jpg
28857, 15838, 65, -41.607, frame00531.jpg
28845, 15851, 65, -41.607, frame00532.jpg
28833, 15864, 65, -41.607, frame00533.jpg
28821, 15878, 65, -41.607, frame00534.jpg
28809, 15891, 65, -41.607, frame00535.jpg
28797, 15904, 65, -41.607, frame00536.jpg
28786, 15918, 65, -41.607, frame00537.jpg
28774, 15931, 65, -41.607, frame00538.jpg
28762, 15944, 65, -41.700, frame00539.jpg
28750, 15958, 65, -43.342, frame00540.jpg
28738, 15971, 65, -43.342, frame00541.jpg
28726, 15984, 65, -43.342, frame00542.jpg
28713, 15997, 65, -43.342, frame00543.jpg
28701, 16010, 65, -43.342, frame00544.jpg
28689, 16023, 65, -43.342, frame00545.jpg
28677, 16036, 65, -43.342, frame00546.jpg
28664, 16049, 65, -43.342, frame00547.jpg
28652, 16062, 65, -43.342, frame00548.jpg
28640, 16075, 65, -43.342, frame00549.jpg
28628, 16088, 65, -43.342, frame00550.jpg
28615, 16101, 65, -43.172, frame00551.jpg
28603, 16114, 65, -40.290, frame00552.jpg
28592, 16127, 65, -40.290, frame00553.jpg
28580, 16141, 65, -40.290, frame00554.jpg
28568, 16155, 65, -40.290, frame00555.jpg
28557, 16168, 65, -40.290, frame00556.jpg
28545, 16182, 65, -40.290, frame00557.jpg
28533, 16196, 65, -40.290, frame00558.jpg
28522, 16210, 65, -40.290, frame00559.jpg
28510, 16223, 65, -40.290, frame00560.jpg
28498, 16237, 65, -40.290, frame00561.jpg
28487, 16251, 65, -40.290, frame00562.jpg
28475, 16264, 65, -40.274, frame00563.jpg
28464, 16278, 65, -39.999, frame00564.jpg
28453, 16291, 65, -39.999, frame00565.jpg
28442, 16304, 65, -39.999, frame00566.jpg
28431, 16317, 65, -39.999, frame00567.jpg
28420, 16330, 65, -39.999, frame00568.jpg
28409, 16343, 65, -39.999, frame00569.jpg
28398, 16356, 65, -39.999, frame00570.jpg
28387, 16369, 65, -39.999, frame00571.jpg
28376, 16382, 65, -39.999, frame00572.jpg
28366, 16395, 65, -39.999, frame00573.jpg
28355, 16408, 65, -39.999, frame00574.jpg
28344, 16421, 65, -40.229, frame00575.jpg
28333, 16434, 65, -43.809, frame00576.jpg
28320, 16447, 65, -43.809, frame00577.jpg
28308, 16460, 65, -43.809, frame00578.jpg
28296, 16473, 65, -43.809, frame00579.jpg
28283, 16486, 65, -43.809, frame00580.jpg
28271, 16498, 65, -43.809, frame00581.jpg
